iso_code,continent,location
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
OWID_AFR,,Africa
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
